inventory_date,product_id,product_name,product_category,outlet_id,outlet_name,region_name,city,opening_stock,closing_stock,available_stock,stockout_flag,days_of_supply
2024-01-10,P005,Marina Skin Care,Skin Care,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,75,65,65,0,4.5
2024-01-10,P001,Tempra,Fever & Pain,O002,Bandung Health Mart,Jawa Barat,Bandung,89,57,57,0,5.3
2024-01-10,P002,Bodrex Flu & Batuk,Cough & Cold,O002,Bandung Health Mart,Jawa Barat,Bandung,114,98,98,0,6.6
2024-01-10,P003,Hemaviton C1000,Vitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,108,96,96,0,10.9
2024-01-10,P004,Vidoran Smart,Multivitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,178,142,142,0,11.4
2024-01-10,P005,Marina Skin Care,Skin Care,O002,Bandung Health Mart,Jawa Barat,Bandung,79,54,54,0,4.3
2024-01-10,P001,Tempra,Fever & Pain,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,77,48,48,0,3.7
2024-01-10,P002,Bodrex Flu & Batuk,Cough & Cold,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,115,86,86,0,5.9
2024-01-10,P003,Hemaviton C1000,Vitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,96,73,73,0,8.1
2024-01-10,P004,Vidoran Smart,Multivitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,129,88,88,0,7.6
2024-01-10,P005,Marina Skin Care,Skin Care,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,99,75,75,0,5.7
2024-01-10,P001,Tempra,Fever & Pain,O004,Bekasi Health Mart,Jawa Barat,Bekasi,137,108,108,0,7.7
2024-01-10,P002,Bodrex Flu & Batuk,Cough & Cold,O004,Bekasi Health Mart,Jawa Barat,Bekasi,124,114,114,0,9.4
2024-01-10,P003,Hemaviton C1000,Vitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,146,130,130,0,14.9
2024-01-10,P004,Vidoran Smart,Multivitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,110,70,70,0,8.0
2024-01-10,P005,Marina Skin Care,Skin Care,O004,Bekasi Health Mart,Jawa Barat,Bekasi,68,53,53,0,5.7
2024-01-10,P001,Tempra,Fever & Pain,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,102,75,75,0,7.4
2024-01-10,P002,Bodrex Flu & Batuk,Cough & Cold,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,149,110,110,0,8.6
2024-01-10,P003,Hemaviton C1000,Vitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,127,117,117,0,14.0
2024-01-10,P004,Vidoran Smart,Multivitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,123,95,95,0,10.0
2024-01-10,P005,Marina Skin Care,Skin Care,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,103,81,81,0,8.3
2024-01-10,P001,Tempra,Fever & Pain,O006,Surabaya Health Mart,Jawa Timur,Surabaya,165,123,123,0,8.5
2024-01-10,P002,Bodrex Flu & Batuk,Cough & Cold,O006,Surabaya Health Mart,Jawa Timur,Surabaya,114,96,96,0,7.8
2024-01-10,P003,Hemaviton C1000,Vitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,139,123,123,0,11.9
2024-01-10,P004,Vidoran Smart,Multivitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,96,77,77,0,7.6
2024-01-10,P005,Marina Skin Care,Skin Care,O006,Surabaya Health Mart,Jawa Timur,Surabaya,137,95,95,0,8.6
2024-01-10,P001,Tempra,Fever & Pain,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,109,84,84,0,9.1
2024-01-10,P002,Bodrex Flu & Batuk,Cough & Cold,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,120,83,83,0,9.2
2024-01-10,P003,Hemaviton C1000,Vitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,111,91,91,0,8.7
2024-01-10,P004,Vidoran Smart,Multivitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,122,95,95,0,7.0
2024-01-10,P005,Marina Skin Care,Skin Care,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,116,84,84,0,6.9
2024-01-10,P001,Tempra,Fever & Pain,O008,Semarang Health Mart,Jawa Tengah,Semarang,89,64,64,0,7.3
2024-01-10,P002,Bodrex Flu & Batuk,Cough & Cold,O008,Semarang Health Mart,Jawa Tengah,Semarang,125,109,109,0,8.5
2024-01-10,P003,Hemaviton C1000,Vitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,108,97,97,0,7.8
2024-01-10,P004,Vidoran Smart,Multivitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,89,49,49,0,4.3
2024-01-10,P005,Marina Skin Care,Skin Care,O008,Semarang Health Mart,Jawa Tengah,Semarang,109,96,96,0,7.9
2024-01-10,P001,Tempra,Fever & Pain,O009,Medan Prime Pharmacy,Sumatera,Medan,155,120,120,0,9.7
2024-01-10,P002,Bodrex Flu & Batuk,Cough & Cold,O009,Medan Prime Pharmacy,Sumatera,Medan,114,83,83,0,5.7
2024-01-10,P003,Hemaviton C1000,Vitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,132,87,87,0,7.7
2024-01-10,P004,Vidoran Smart,Multivitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,110,88,88,0,7.5
2024-01-10,P005,Marina Skin Care,Skin Care,O009,Medan Prime Pharmacy,Sumatera,Medan,139,117,117,0,11.2
2024-01-10,P001,Tempra,Fever & Pain,O010,Medan Health Mart,Sumatera,Medan,105,92,92,0,10.8
2024-01-10,P002,Bodrex Flu & Batuk,Cough & Cold,O010,Medan Health Mart,Sumatera,Medan,99,67,67,0,4.7
2024-01-10,P003,Hemaviton C1000,Vitamin,O010,Medan Health Mart,Sumatera,Medan,123,87,87,0,6.7
2024-01-10,P004,Vidoran Smart,Multivitamin,O010,Medan Health Mart,Sumatera,Medan,122,83,83,0,5.7
2024-01-10,P005,Marina Skin Care,Skin Care,O010,Medan Health Mart,Sumatera,Medan,86,62,62,0,6.6
2024-01-10,P001,Tempra,Fever & Pain,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,92,61,61,0,4.7
2024-01-10,P002,Bodrex Flu & Batuk,Cough & Cold,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,110,73,73,0,6.1
2024-01-10,P003,Hemaviton C1000,Vitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,109,74,74,0,8.9
2024-01-10,P004,Vidoran Smart,Multivitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,99,89,89,0,7.9
2024-01-10,P005,Marina Skin Care,Skin Care,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,105,87,87,0,9.1
2024-01-10,P001,Tempra,Fever & Pain,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,168,142,142,0,9.6
2024-01-10,P002,Bodrex Flu & Batuk,Cough & Cold,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,126,112,112,0,9.0
2024-01-10,P003,Hemaviton C1000,Vitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,82,63,63,0,4.4
2024-01-10,P004,Vidoran Smart,Multivitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,48,33,33,0,2.2
2024-01-10,P005,Marina Skin Care,Skin Care,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,195,152,152,0,13.7
2024-01-10,P001,Tempra,Fever & Pain,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,143,111,111,0,9.3
2024-01-10,P002,Bodrex Flu & Batuk,Cough & Cold,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,97,79,79,0,6.5
2024-01-10,P003,Hemaviton C1000,Vitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,99,59,59,0,4.5
2024-01-10,P004,Vidoran Smart,Multivitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,143,115,115,0,13.0
2024-01-10,P005,Marina Skin Care,Skin Care,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,106,88,88,0,6.7
2024-01-10,P001,Tempra,Fever & Pain,O014,Makassar Health Mart,Sulawesi,Makassar,148,121,121,0,8.3
2024-01-10,P002,Bodrex Flu & Batuk,Cough & Cold,O014,Makassar Health Mart,Sulawesi,Makassar,133,110,110,0,10.0
2024-01-10,P003,Hemaviton C1000,Vitamin,O014,Makassar Health Mart,Sulawesi,Makassar,75,59,59,0,4.1
2024-01-10,P004,Vidoran Smart,Multivitamin,O014,Makassar Health Mart,Sulawesi,Makassar,147,110,110,0,8.4
2024-01-10,P005,Marina Skin Care,Skin Care,O014,Makassar Health Mart,Sulawesi,Makassar,114,97,97,0,6.6
2024-01-11,P001,Tempra,Fever & Pain,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,148,105,105,0,10.3
2024-01-11,P002,Bodrex Flu & Batuk,Cough & Cold,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,118,97,97,0,7.4
2024-01-11,P003,Hemaviton C1000,Vitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,118,93,93,0,7.5
2024-01-11,P004,Vidoran Smart,Multivitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,135,118,118,0,8.0
2024-01-11,P005,Marina Skin Care,Skin Care,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,169,128,128,0,10.5
2024-01-11,P001,Tempra,Fever & Pain,O002,Bandung Health Mart,Jawa Barat,Bandung,90,64,64,0,4.4
2024-01-11,P002,Bodrex Flu & Batuk,Cough & Cold,O002,Bandung Health Mart,Jawa Barat,Bandung,90,79,79,0,5.4
2024-01-11,P003,Hemaviton C1000,Vitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,158,123,123,0,8.8
2024-01-11,P004,Vidoran Smart,Multivitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,110,81,81,0,9.9
2024-01-11,P005,Marina Skin Care,Skin Care,O002,Bandung Health Mart,Jawa Barat,Bandung,132,96,96,0,11.8
2024-01-11,P001,Tempra,Fever & Pain,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,124,84,84,0,7.9
2024-01-11,P002,Bodrex Flu & Batuk,Cough & Cold,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,113,97,97,0,8.7
2024-01-11,P003,Hemaviton C1000,Vitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,140,125,125,0,13.9
2024-01-11,P004,Vidoran Smart,Multivitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,119,83,83,0,5.9
2024-01-11,P005,Marina Skin Care,Skin Care,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,131,117,117,0,11.0
2024-01-11,P001,Tempra,Fever & Pain,O004,Bekasi Health Mart,Jawa Barat,Bekasi,127,82,82,0,7.5
2024-01-11,P002,Bodrex Flu & Batuk,Cough & Cold,O004,Bekasi Health Mart,Jawa Barat,Bekasi,147,114,114,0,9.8
2024-01-11,P003,Hemaviton C1000,Vitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,53,39,39,0,2.6
2024-01-11,P004,Vidoran Smart,Multivitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,138,110,110,0,8.0
2024-01-11,P005,Marina Skin Care,Skin Care,O004,Bekasi Health Mart,Jawa Barat,Bekasi,122,96,96,0,8.0
2024-01-11,P001,Tempra,Fever & Pain,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,135,112,112,0,13.0
2024-01-11,P002,Bodrex Flu & Batuk,Cough & Cold,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,112,95,95,0,9.8
2024-01-11,P003,Hemaviton C1000,Vitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,149,111,111,0,9.7
2024-01-11,P004,Vidoran Smart,Multivitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,137,115,115,0,10.8
2024-01-11,P005,Marina Skin Care,Skin Care,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,153,113,113,0,10.5
2024-01-11,P001,Tempra,Fever & Pain,O006,Surabaya Health Mart,Jawa Timur,Surabaya,143,99,99,0,7.3
2024-01-11,P002,Bodrex Flu & Batuk,Cough & Cold,O006,Surabaya Health Mart,Jawa Timur,Surabaya,141,119,119,0,9.5
2024-01-11,P003,Hemaviton C1000,Vitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,125,112,112,0,13.2
2024-01-11,P004,Vidoran Smart,Multivitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,122,91,91,0,8.1
2024-01-11,P005,Marina Skin Care,Skin Care,O006,Surabaya Health Mart,Jawa Timur,Surabaya,150,117,117,0,10.4
2024-01-11,P001,Tempra,Fever & Pain,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,94,72,72,0,7.3
2024-01-11,P002,Bodrex Flu & Batuk,Cough & Cold,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,119,85,85,0,9.4
2024-01-11,P003,Hemaviton C1000,Vitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,125,99,99,0,12.0
2024-01-11,P004,Vidoran Smart,Multivitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,121,111,111,0,12.2
2024-01-11,P005,Marina Skin Care,Skin Care,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,116,91,91,0,9.3
2024-01-11,P001,Tempra,Fever & Pain,O008,Semarang Health Mart,Jawa Tengah,Semarang,103,68,68,0,5.6
2024-01-11,P002,Bodrex Flu & Batuk,Cough & Cold,O008,Semarang Health Mart,Jawa Tengah,Semarang,149,130,130,0,9.6
2024-01-11,P003,Hemaviton C1000,Vitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,150,117,117,0,14.6
2024-01-11,P004,Vidoran Smart,Multivitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,147,117,117,0,8.2
2024-01-11,P005,Marina Skin Care,Skin Care,O008,Semarang Health Mart,Jawa Tengah,Semarang,116,85,85,0,7.4
2024-01-11,P001,Tempra,Fever & Pain,O009,Medan Prime Pharmacy,Sumatera,Medan,121,81,81,0,9.8
2024-01-11,P002,Bodrex Flu & Batuk,Cough & Cold,O009,Medan Prime Pharmacy,Sumatera,Medan,158,128,128,0,14.4
2024-01-11,P003,Hemaviton C1000,Vitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,84,53,53,0,3.8
2024-01-11,P004,Vidoran Smart,Multivitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,133,94,94,0,8.5
2024-01-11,P005,Marina Skin Care,Skin Care,O009,Medan Prime Pharmacy,Sumatera,Medan,126,88,88,0,8.6
2024-01-11,P001,Tempra,Fever & Pain,O010,Medan Health Mart,Sumatera,Medan,158,119,119,0,9.3
2024-01-11,P002,Bodrex Flu & Batuk,Cough & Cold,O010,Medan Health Mart,Sumatera,Medan,60,45,45,0,4.3
2024-01-11,P003,Hemaviton C1000,Vitamin,O010,Medan Health Mart,Sumatera,Medan,169,140,140,0,11.4
2024-01-11,P004,Vidoran Smart,Multivitamin,O010,Medan Health Mart,Sumatera,Medan,110,82,82,0,8.3
2024-01-11,P005,Marina Skin Care,Skin Care,O010,Medan Health Mart,Sumatera,Medan,132,104,104,0,7.9
2024-01-11,P001,Tempra,Fever & Pain,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,85,65,65,0,5.1
2024-01-11,P002,Bodrex Flu & Batuk,Cough & Cold,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,134,95,95,0,11.6
2024-01-11,P003,Hemaviton C1000,Vitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,74,58,58,0,5.4
2024-01-11,P004,Vidoran Smart,Multivitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,98,65,65,0,5.2
2024-01-11,P005,Marina Skin Care,Skin Care,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,121,111,111,0,9.5
2024-01-11,P001,Tempra,Fever & Pain,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,92,77,77,0,6.3
2024-01-11,P002,Bodrex Flu & Batuk,Cough & Cold,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,145,125,125,0,11.2
2024-01-11,P003,Hemaviton C1000,Vitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,84,59,59,0,4.3
2024-01-11,P004,Vidoran Smart,Multivitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,181,147,147,0,17.3
2024-01-11,P005,Marina Skin Care,Skin Care,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,48,36,36,0,3.4
2024-01-11,P001,Tempra,Fever & Pain,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,106,66,66,0,7.0
2024-01-11,P002,Bodrex Flu & Batuk,Cough & Cold,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,151,139,139,0,10.4
2024-01-11,P003,Hemaviton C1000,Vitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,112,93,93,0,7.6
2024-01-11,P004,Vidoran Smart,Multivitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,78,58,58,0,3.9
2024-01-11,P005,Marina Skin Care,Skin Care,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,133,110,110,0,11.5
2024-01-11,P001,Tempra,Fever & Pain,O014,Makassar Health Mart,Sulawesi,Makassar,125,101,101,0,7.7
2024-01-11,P002,Bodrex Flu & Batuk,Cough & Cold,O014,Makassar Health Mart,Sulawesi,Makassar,98,77,77,0,6.0
2024-01-11,P003,Hemaviton C1000,Vitamin,O014,Makassar Health Mart,Sulawesi,Makassar,135,92,92,0,9.1
2024-01-11,P004,Vidoran Smart,Multivitamin,O014,Makassar Health Mart,Sulawesi,Makassar,161,120,120,0,11.9
2024-01-11,P005,Marina Skin Care,Skin Care,O014,Makassar Health Mart,Sulawesi,Makassar,140,113,113,0,9.9
2024-01-12,P001,Tempra,Fever & Pain,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,151,121,121,0,8.5
2024-01-12,P002,Bodrex Flu & Batuk,Cough & Cold,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,109,85,85,0,9.0
2024-01-12,P003,Hemaviton C1000,Vitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,127,84,84,0,5.6
2024-01-12,P004,Vidoran Smart,Multivitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,124,86,86,0,8.5
2024-01-12,P005,Marina Skin Care,Skin Care,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,118,85,85,0,10.4
2024-01-12,P001,Tempra,Fever & Pain,O002,Bandung Health Mart,Jawa Barat,Bandung,119,79,79,0,5.4
2024-01-12,P002,Bodrex Flu & Batuk,Cough & Cold,O002,Bandung Health Mart,Jawa Barat,Bandung,116,76,76,0,8.5
2024-01-12,P003,Hemaviton C1000,Vitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,128,102,102,0,8.6
2024-01-12,P004,Vidoran Smart,Multivitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,120,87,87,0,8.4
2024-01-12,P005,Marina Skin Care,Skin Care,O002,Bandung Health Mart,Jawa Barat,Bandung,152,110,110,0,10.4
2024-01-12,P001,Tempra,Fever & Pain,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,147,105,105,0,7.5
2024-01-12,P002,Bodrex Flu & Batuk,Cough & Cold,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,118,104,104,0,11.2
2024-01-12,P003,Hemaviton C1000,Vitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,152,122,122,0,10.4
2024-01-12,P004,Vidoran Smart,Multivitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,145,133,133,0,9.9
2024-01-12,P005,Marina Skin Care,Skin Care,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,166,128,128,0,14.4
2024-01-12,P001,Tempra,Fever & Pain,O004,Bekasi Health Mart,Jawa Barat,Bekasi,176,134,134,0,9.3
2024-01-12,P002,Bodrex Flu & Batuk,Cough & Cold,O004,Bekasi Health Mart,Jawa Barat,Bekasi,133,94,94,0,11.6
2024-01-12,P003,Hemaviton C1000,Vitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,140,106,106,0,7.5
2024-01-12,P004,Vidoran Smart,Multivitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,109,81,81,0,7.6
2024-01-12,P005,Marina Skin Care,Skin Care,O004,Bekasi Health Mart,Jawa Barat,Bekasi,114,85,85,0,7.9
2024-01-12,P001,Tempra,Fever & Pain,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,108,92,92,0,11.4
2024-01-12,P002,Bodrex Flu & Batuk,Cough & Cold,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,120,80,80,0,5.6
2024-01-12,P003,Hemaviton C1000,Vitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,133,117,117,0,9.0
2024-01-12,P004,Vidoran Smart,Multivitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,140,122,122,0,11.8
2024-01-12,P005,Marina Skin Care,Skin Care,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,106,96,96,0,8.0
2024-01-12,P001,Tempra,Fever & Pain,O006,Surabaya Health Mart,Jawa Timur,Surabaya,150,119,119,0,11.5
2024-01-12,P002,Bodrex Flu & Batuk,Cough & Cold,O006,Surabaya Health Mart,Jawa Timur,Surabaya,131,107,107,0,7.2
2024-01-12,P003,Hemaviton C1000,Vitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,134,92,92,0,9.8
2024-01-12,P004,Vidoran Smart,Multivitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,155,122,122,0,13.4
2024-01-12,P005,Marina Skin Care,Skin Care,O006,Surabaya Health Mart,Jawa Timur,Surabaya,120,85,85,0,8.4
2024-01-12,P001,Tempra,Fever & Pain,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,139,103,103,0,11.5
2024-01-12,P002,Bodrex Flu & Batuk,Cough & Cold,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,119,92,92,0,10.2
2024-01-12,P003,Hemaviton C1000,Vitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,118,80,80,0,7.9
2024-01-12,P004,Vidoran Smart,Multivitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,123,84,84,0,7.6
2024-01-12,P005,Marina Skin Care,Skin Care,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,94,57,57,0,5.2
2024-01-12,P001,Tempra,Fever & Pain,O008,Semarang Health Mart,Jawa Tengah,Semarang,137,96,96,0,9.9
2024-01-12,P002,Bodrex Flu & Batuk,Cough & Cold,O008,Semarang Health Mart,Jawa Tengah,Semarang,85,69,69,0,5.7
2024-01-12,P003,Hemaviton C1000,Vitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,118,75,75,0,9.1
2024-01-12,P004,Vidoran Smart,Multivitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,78,46,46,0,3.4
2024-01-12,P005,Marina Skin Care,Skin Care,O008,Semarang Health Mart,Jawa Tengah,Semarang,138,108,108,0,8.2
2024-01-12,P001,Tempra,Fever & Pain,O009,Medan Prime Pharmacy,Sumatera,Medan,156,115,115,0,9.2
2024-01-12,P002,Bodrex Flu & Batuk,Cough & Cold,O009,Medan Prime Pharmacy,Sumatera,Medan,150,108,108,0,8.4
2024-01-12,P003,Hemaviton C1000,Vitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,105,71,71,0,8.1
2024-01-12,P004,Vidoran Smart,Multivitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,131,90,90,0,9.4
2024-01-12,P005,Marina Skin Care,Skin Care,O009,Medan Prime Pharmacy,Sumatera,Medan,131,110,110,0,7.9
2024-01-12,P001,Tempra,Fever & Pain,O010,Medan Health Mart,Sumatera,Medan,124,94,94,0,8.0
2024-01-12,P002,Bodrex Flu & Batuk,Cough & Cold,O010,Medan Health Mart,Sumatera,Medan,154,130,130,0,10.0
2024-01-12,P003,Hemaviton C1000,Vitamin,O010,Medan Health Mart,Sumatera,Medan,167,122,122,0,11.0
2024-01-12,P004,Vidoran Smart,Multivitamin,O010,Medan Health Mart,Sumatera,Medan,75,57,57,0,3.8
2024-01-12,P005,Marina Skin Care,Skin Care,O010,Medan Health Mart,Sumatera,Medan,122,112,112,0,7.6
2024-01-12,P001,Tempra,Fever & Pain,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,139,98,98,0,7.5
2024-01-12,P002,Bodrex Flu & Batuk,Cough & Cold,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,126,89,89,0,6.3
2024-01-12,P003,Hemaviton C1000,Vitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,136,116,116,0,14.5
2024-01-12,P004,Vidoran Smart,Multivitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,135,103,103,0,11.9
2024-01-12,P005,Marina Skin Care,Skin Care,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,144,127,127,0,9.3
2024-01-12,P001,Tempra,Fever & Pain,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,112,67,67,0,4.8
2024-01-12,P002,Bodrex Flu & Batuk,Cough & Cold,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,65,49,49,0,3.5
2024-01-12,P003,Hemaviton C1000,Vitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,137,100,100,0,9.2
2024-01-12,P004,Vidoran Smart,Multivitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,142,98,98,0,10.6
2024-01-12,P005,Marina Skin Care,Skin Care,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,146,104,104,0,9.8
2024-01-12,P001,Tempra,Fever & Pain,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,133,105,105,0,13.1
2024-01-12,P002,Bodrex Flu & Batuk,Cough & Cold,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,167,130,130,0,10.2
2024-01-12,P003,Hemaviton C1000,Vitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,108,98,98,0,7.9
2024-01-12,P004,Vidoran Smart,Multivitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,102,76,76,0,5.2
2024-01-12,P005,Marina Skin Care,Skin Care,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,115,103,103,0,9.1
2024-01-12,P001,Tempra,Fever & Pain,O014,Makassar Health Mart,Sulawesi,Makassar,164,122,122,0,9.1
2024-01-12,P002,Bodrex Flu & Batuk,Cough & Cold,O014,Makassar Health Mart,Sulawesi,Makassar,120,106,106,0,11.1
2024-01-12,P003,Hemaviton C1000,Vitamin,O014,Makassar Health Mart,Sulawesi,Makassar,125,111,111,0,10.2
2024-01-12,P004,Vidoran Smart,Multivitamin,O014,Makassar Health Mart,Sulawesi,Makassar,119,107,107,0,9.0
2024-01-12,P005,Marina Skin Care,Skin Care,O014,Makassar Health Mart,Sulawesi,Makassar,145,106,106,0,9.3
2024-01-13,P001,Tempra,Fever & Pain,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,128,92,92,0,7.1
2024-01-13,P002,Bodrex Flu & Batuk,Cough & Cold,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,131,101,101,0,8.0
